ENST00000456328	ENSG00000223972
ENST00000560865	ENSG00000259366
ENST00000560714	ENSG00000259607
ENST00000567818	ENSG00000260253
ENST00000521101	ENSG00000253632
ENST00000522028	ENSG00000253182
ENST00000522967	ENSG00000254086
ENST00000521908	ENSG00000253604
ENST00000606596	ENSG00000272256
ENST00000320542	ENSG00000177669
ENST00000607315	ENSG00000271869
ENST00000523733	ENSG00000253708
ENST00000606555	ENSG00000272375
ENST00000518096	ENSG00000127589
ENST00000522640	ENSG00000253112
ENST00000524022	ENSG00000253377
ENST00000520391	ENSG00000253275
ENST00000519023	ENSG00000254049
ENST00000606064	ENSG00000272338
ENST00000256257	ENSG00000133874
ENST00000518217	ENSG00000254302
ENST00000522460	ENSG00000253108
ENST00000518178	ENSG00000254033
ENST00000519189	ENSG00000254344
ENST00000523411	ENSG00000254038
ENST00000518765	ENSG00000253123
ENST00000520431	ENSG00000253746
ENST00000517897	ENSG00000253388
ENST00000522643	ENSG00000254111
ENST00000517714	ENSG00000254306
ENST00000519978	ENSG00000253344
ENST00000331569	ENSG00000183779
ENST00000523507	ENSG00000253181
ENST00000330539	ENSG00000183154
ENST00000563059	ENSG00000260949
ENST00000607091	ENSG00000272128
ENST00000476186	ENSG00000240015
ENST00000520598	ENSG00000253356
ENST00000529325	ENSG00000255487
ENST00000527912	ENSG00000254898
ENST00000607047	ENSG00000272092
ENST00000533301	ENSG00000254981
ENST00000606593	ENSG00000272159
ENST00000528407	ENSG00000255201
ENST00000488192	ENSG00000239218
ENST00000521623	ENSG00000253361
ENST00000519764	ENSG00000254100
ENST00000521511	ENSG00000254321
ENST00000518535	ENSG00000253586
ENST00000459965	ENSG00000253829
ENST00000520863	ENSG00000253645
ENST00000302495	ENSG00000169495
ENST00000517623	ENSG00000253939
ENST00000520185	ENSG00000253838
ENST00000522970	ENSG00000254287
ENST00000524098	ENSG00000253381
ENST00000521257	ENSG00000253665
ENST00000315792	ENSG00000176907
ENST00000520487	ENSG00000254143
ENST00000518722	ENSG00000253354
ENST00000606398	ENSG00000272479
ENST00000518428	ENSG00000254383
ENST00000517495	ENSG00000253509
ENST00000521725	ENSG00000253396
ENST00000581909	ENSG00000264578
ENST00000563810	ENSG00000260588
ENST00000605981	ENSG00000271938
ENST00000564481	ENSG00000261449
ENST00000220812	ENSG00000104371
ENST00000522190	ENSG00000254165
ENST00000527318	ENSG00000255101
ENST00000524012	ENSG00000253745
ENST00000528139	ENSG00000255366
ENST00000602578	ENSG00000269924
ENST00000408965	ENSG00000221869
ENST00000521359	ENSG00000253140
ENST00000522575	ENSG00000253608
ENST00000430626	ENSG00000233858
ENST00000523038	ENSG00000253702
ENST00000521660	ENSG00000253455
ENST00000518620	ENSG00000253892
ENST00000020945	ENSG00000019549
ENST00000518854	ENSG00000253380
ENST00000520800	ENSG00000253206
ENST00000522408	ENSG00000253484
ENST00000603280	ENSG00000271148
ENST00000523907	ENSG00000253849
ENST00000521294	ENSG00000253664
ENST00000605991	ENSG00000272076
ENST00000518507	ENSG00000253475
ENST00000607201	ENSG00000272024
ENST00000521188	ENSG00000253844
ENST00000523810	ENSG00000254136
ENST00000520496	ENSG00000254314
ENST00000522541	ENSG00000253551
ENST00000522228	ENSG00000253924
ENST00000605049	ENSG00000271555
ENST00000331251	ENSG00000183729
ENST00000566892	ENSG00000260484
ENST00000521558	ENSG00000253369
ENST00000521930	ENSG00000254204
ENST00000426023	ENSG00000237807
ENST00000606037	ENSG00000272457
ENST00000565668	ENSG00000260955
ENST00000260102	ENSG00000137547
ENST00000297316	ENSG00000164736
ENST00000522186	ENSG00000253976
ENST00000522918	ENSG00000254357
ENST00000518552	ENSG00000254325
ENST00000521403	ENSG00000253603
ENST00000311923	ENSG00000172680
ENST00000606048	ENSG00000272343
ENST00000517787	ENSG00000253542
ENST00000464216	ENSG00000241431
ENST00000521215	ENSG00000254055
ENST00000262644	ENSG00000104331
ENST00000522622	ENSG00000253614
ENST00000521663	ENSG00000215117
ENST00000520426	ENSG00000253322
ENST00000518934	ENSG00000254139
ENST00000522281	ENSG00000253376
ENST00000522992	ENSG00000205293
ENST00000518750	ENSG00000253523
ENST00000518536	ENSG00000253116
ENST00000301645	ENSG00000167910
ENST00000361421	ENSG00000198846
ENST00000518011	ENSG00000254048
ENST00000521456	ENSG00000253260
ENST00000531077	ENSG00000254775
ENST00000531379	ENSG00000255321
ENST00000529518	ENSG00000254869
ENST00000373384	ENSG00000255289
ENST00000534670	ENSG00000254432
ENST00000525556	ENSG00000254802
ENST00000521378	ENSG00000254222
ENST00000505627	ENSG00000251127
ENST00000518489	ENSG00000253834
ENST00000519215	ENSG00000254120
ENST00000522022	ENSG00000253789
ENST00000518078	ENSG00000254050
ENST00000524309	ENSG00000240915
ENST00000521556	ENSG00000253121
ENST00000603538	ENSG00000270673
ENST00000569835	ENSG00000261542
ENST00000523265	ENSG00000253583
ENST00000522857	ENSG00000253762
ENST00000519550	ENSG00000253734
ENST00000321870	ENSG00000180828
ENST00000519680	ENSG00000254330
ENST00000627569	ENSG00000280725
ENST00000520902	ENSG00000254081
ENST00000606963	ENSG00000272010
ENST00000606067	ENSG00000272155
ENST00000607622	ENSG00000272192
ENST00000276571	ENSG00000147571
ENST00000499642	ENSG00000246145
ENST00000320270	ENSG00000179041
ENST00000310421	ENSG00000175073
ENST00000607397	ENSG00000271966
ENST00000526382	ENSG00000255130
ENST00000526901	ENSG00000255206
ENST00000522354	ENSG00000254337
ENST00000520780	ENSG00000253373
ENST00000533344	ENSG00000254557
ENST00000276594	ENSG00000147596
ENST00000521051	ENSG00000253143
ENST00000520259	ENSG00000253967
ENST00000517848	ENSG00000253287
ENST00000523602	ENSG00000253317
ENST00000521224	ENSG00000254347
ENST00000523207	ENSG00000182674
ENST00000519427	ENSG00000253726
ENST00000523881	ENSG00000253784
ENST00000564832	ENSG00000260838
ENST00000607665	ENSG00000272254
ENST00000517664	ENSG00000253636
ENST00000442274	ENSG00000237061
ENST00000522560	ENSG00000253235
ENST00000519323	ENSG00000254288
ENST00000522498	ENSG00000253115
ENST00000522339	ENSG00000253983
ENST00000521872	ENSG00000253596
ENST00000522127	ENSG00000254080
ENST00000520696	ENSG00000254043
ENST00000520778	ENSG00000254238
ENST00000467082	ENSG00000253712
ENST00000603284	ENSG00000270866
ENST00000603837	ENSG00000271167
ENST00000518732	ENSG00000254300
ENST00000524269	ENSG00000253681
ENST00000519660	ENSG00000253416
ENST00000565862	ENSG00000260398
ENST00000565297	ENSG00000261618
ENST00000519983	ENSG00000253659
ENST00000606512	ENSG00000272518
ENST00000607017	ENSG00000272264
ENST00000522494	ENSG00000254205
ENST00000522044	ENSG00000253238
ENST00000605948	ENSG00000251867
ENST00000523871	ENSG00000254162
ENST00000569134	ENSG00000260317
ENST00000518302	ENSG00000254060
ENST00000519107	ENSG00000254177
ENST00000606235	ENSG00000272425
ENST00000524085	ENSG00000253859
ENST00000379071	ENSG00000205186
ENST00000360464	ENSG00000197416
ENST00000522318	ENSG00000251521
ENST00000518568	ENSG00000253598
ENST00000297265	ENSG00000164695
ENST00000524337	ENSG00000253334
ENST00000534675	ENSG00000254689
ENST00000522123	ENSG00000253836
ENST00000524359	ENSG00000254394
ENST00000522365	ENSG00000253898
ENST00000523678	ENSG00000254202
ENST00000520129	ENSG00000254208
ENST00000551479	ENSG00000257962
ENST00000520459	ENSG00000254380
ENST00000379010	ENSG00000205176
ENST00000619970	ENSG00000277422
ENST00000285393	ENSG00000147614
ENST00000523112	ENSG00000253699
ENST00000519041	ENSG00000254115
ENST00000520649	ENSG00000253778
ENST00000319675	ENSG00000176566
ENST00000518129	ENSG00000253171
ENST00000604955	ENSG00000271156
ENST00000521975	ENSG00000254180
ENST00000517505	ENSG00000253799
ENST00000517884	ENSG00000254251
ENST00000517562	ENSG00000253250
ENST00000517920	ENSG00000253358
ENST00000522980	ENSG00000253576
ENST00000518042	ENSG00000253682
ENST00000523385	ENSG00000253749
ENST00000521955	ENSG00000253371
ENST00000523284	ENSG00000253634
ENST00000518861	ENSG00000254020
ENST00000521317	ENSG00000253577
ENST00000517796	ENSG00000253960
ENST00000522598	ENSG00000254089
ENST00000607706	ENSG00000271971
ENST00000520562	ENSG00000253854
ENST00000517998	ENSG00000253722
ENST00000523945	ENSG00000253848
ENST00000520962	ENSG00000254057
ENST00000607097	ENSG00000264448
ENST00000522743	ENSG00000253585
ENST00000521010	ENSG00000254315
ENST00000523011	ENSG00000253704
ENST00000562760	ENSG00000261437
ENST00000414645	ENSG00000156162
ENST00000605911	ENSG00000272509
ENST00000518598	ENSG00000254248
ENST00000523171	ENSG00000253351
ENST00000286688	ENSG00000156172
ENST00000519366	ENSG00000253872
ENST00000505564	ENSG00000248762
ENST00000602571	ENSG00000270131
ENST00000520575	ENSG00000254224
ENST00000606010	ENSG00000272249
ENST00000602771	ENSG00000270077
ENST00000569849	ENSG00000260640
ENST00000322128	ENSG00000180543
ENST00000501016	ENSG00000245970
ENST00000518704	ENSG00000254267
ENST00000605923	ENSG00000272321
ENST00000517397	ENSG00000253911
ENST00000606778	ENSG00000271930
ENST00000420417	ENSG00000229625
ENST00000521696	ENSG00000253948
ENST00000520844	ENSG00000253562
ENST00000523226	ENSG00000253532
ENST00000523658	ENSG00000253539
ENST00000519566	ENSG00000253217
ENST00000523784	ENSG00000254364
ENST00000564694	ENSG00000260368
ENST00000514926	ENSG00000248599
ENST00000524369	ENSG00000253395
ENST00000518090	ENSG00000253737
ENST00000565617	ENSG00000261087
ENST00000607176	ENSG00000271882
ENST00000523121	ENSG00000253679
ENST00000524287	ENSG00000253282
ENST00000419462	ENSG00000228224
ENST00000518612	ENSG00000253644
ENST00000519793	ENSG00000254084
ENST00000520268	ENSG00000254024
ENST00000518749	ENSG00000253629
ENST00000606361	ENSG00000272037
ENST00000640504	ENSG00000283959
ENST00000519337	ENSG00000253385
ENST00000523791	ENSG00000253263
ENST00000517983	ENSG00000254281
ENST00000522416	ENSG00000254236
ENST00000503718	ENSG00000250929
ENST00000523775	ENSG00000253851
ENST00000577199	ENSG00000266289
ENST00000562917	ENSG00000261670
ENST00000606457	ENSG00000271830
ENST00000622091	ENSG00000179577
ENST00000636802	ENSG00000283157
ENST00000518927	ENSG00000254041
ENST00000520588	ENSG00000253420
ENST00000519805	ENSG00000254141
ENST00000520870	ENSG00000253526
ENST00000517318	ENSG00000254021
ENST00000518591	ENSG00000253582
ENST00000311955	ENSG00000174429
ENST00000520037	ENSG00000253754
ENST00000521504	ENSG00000253949
ENST00000504175	ENSG00000250267
ENST00000499579	ENSG00000248050
ENST00000530667	ENSG00000255402
ENST00000522896	ENSG00000253956
ENST00000523264	ENSG00000253122
ENST00000520749	ENSG00000253717
ENST00000522330	ENSG00000253489
ENST00000415088	ENSG00000227170
ENST00000505156	ENSG00000249917
ENST00000523110	ENSG00000253672
ENST00000521487	ENSG00000253327
ENST00000518439	ENSG00000253622
ENST00000378204	ENSG00000182197
ENST00000518362	ENSG00000254278
ENST00000519786	ENSG00000253398
ENST00000509350	ENSG00000248318
ENST00000605955	ENSG00000272502
ENST00000517739	ENSG00000253619
ENST00000303924	ENSG00000170961
ENST00000518922	ENSG00000254209
ENST00000458107	ENSG00000248478
ENST00000523550	ENSG00000254018
ENST00000523792	ENSG00000254303
ENST00000533992	ENSG00000255364
ENST00000530350	ENSG00000255325
ENST00000521608	ENSG00000253819
ENST00000577765	ENSG00000263443
ENST00000607710	ENSG00000272384
ENST00000607393	ENSG00000272043
ENST00000314393	ENSG00000178764
ENST00000559049	ENSG00000259631
ENST00000521258	ENSG00000253607
ENST00000522383	ENSG00000253258
ENST00000357082	ENSG00000259305
ENST00000518970	ENSG00000254113
ENST00000325995	ENSG00000175946
ENST00000522917	ENSG00000214814
ENST00000522087	ENSG00000254000
ENST00000518567	ENSG00000181171
ENST00000522005	ENSG00000254249
ENST00000520031	ENSG00000253868
ENST00000523703	ENSG00000214803
ENST00000517482	ENSG00000253227
ENST00000297632	ENSG00000164983
ENST00000303545	ENSG00000170881
ENST00000518639	ENSG00000253106
ENST00000606244	ENSG00000272486
ENST00000531948	ENSG00000255313
ENST00000319286	ENSG00000180938
ENST00000523030	ENSG00000253513
ENST00000519140	ENSG00000253167
ENST00000526947	ENSG00000254431
ENST00000518339	ENSG00000253470
ENST00000523525	ENSG00000254227
ENST00000500180	ENSG00000244791
ENST00000520171	ENSG00000253427
ENST00000521428	ENSG00000253220
ENST00000519123	ENSG00000253530
ENST00000524320	ENSG00000254010
ENST00000520224	ENSG00000253573
ENST00000635449	ENSG00000282961
ENST00000521586	ENSG00000253929
ENST00000630920	ENSG00000280997
ENST00000465342	ENSG00000212993
ENST00000509893	ENSG00000250400
ENST00000519048	ENSG00000253926
ENST00000522667	ENSG00000254223
ENST00000524100	ENSG00000254317
ENST00000521014	ENSG00000254263
ENST00000520146	ENSG00000253720
ENST00000626977	ENSG00000280543
ENST00000523502	ENSG00000253656
ENST00000520785	ENSG00000253259
ENST00000523318	ENSG00000253992
ENST00000521490	ENSG00000253407
ENST00000254627	ENSG00000253117
ENST00000262283	ENSG00000258417
ENST00000520457	ENSG00000253521
ENST00000602328	ENSG00000270137
ENST00000602893	ENSG00000270132
ENST00000561761	ENSG00000261220
ENST00000517695	ENSG00000253561
ENST00000517380	ENSG00000253165
ENST00000520149	ENSG00000253593
ENST00000523317	ENSG00000253627
ENST00000505776	ENSG00000248492
ENST00000606279	ENSG00000272456
ENST00000568248	ENSG00000259820
ENST00000521444	ENSG00000254028
ENST00000519500	ENSG00000253433
ENST00000505083	ENSG00000251218
ENST00000518674	ENSG00000254372
ENST00000523232	ENSG00000253839
ENST00000518973	ENSG00000253288
ENST00000519652	ENSG00000254361
ENST00000521793	ENSG00000253988
ENST00000519306	ENSG00000253432
ENST00000517640	ENSG00000253783
ENST00000522373	ENSG00000254258
ENST00000631594	ENSG00000282164
ENST00000564464	ENSG00000259891
ENST00000623655	ENSG00000280303
ENST00000517658	ENSG00000253307
ENST00000518520	ENSG00000254019
ENST00000520606	ENSG00000254197
ENST00000523604	ENSG00000254291
ENST00000562459	ENSG00000261655
ENST00000377741	ENSG00000204882
ENST00000501440	ENSG00000244998
ENST00000621837	ENSG00000226807
ENST00000606664	ENSG00000271959
ENST00000427937	ENSG00000226490
ENST00000562989	ENSG00000261710
ENST00000517704	ENSG00000254008
ENST00000569285	ENSG00000261693
ENST00000563435	ENSG00000261044
ENST00000612629	ENSG00000277332
ENST00000520572	ENSG00000253741
ENST00000519782	ENSG00000253806
ENST00000246515	ENSG00000126233
ENST00000359228	ENSG00000197353
ENST00000523657	ENSG00000253196
ENST00000317543	ENSG00000283992
ENST00000510610	ENSG00000253715
ENST00000220940	ENSG00000104499
ENST00000323110	ENSG00000179142
ENST00000562505	ENSG00000261667
ENST00000622500	ENSG00000277494
ENST00000522452	ENSG00000264668
ENST00000607376	ENSG00000272172
ENST00000518049	ENSG00000254389
ENST00000523002	ENSG00000253931
ENST00000519762	ENSG00000254338
ENST00000262577	ENSG00000014164
ENST00000530600	ENSG00000254859
ENST00000517300	ENSG00000254144
ENST00000531730	ENSG00000255050
ENST00000529247	ENSG00000254741
ENST00000504548	ENSG00000179886
ENST00000524808	ENSG00000254812
ENST00000531565	ENSG00000181097
ENST00000542437	ENSG00000255181
ENST00000527579	ENSG00000254574
ENST00000527908	ENSG00000254548
ENST00000388913	ENSG00000180921
ENST00000529743	ENSG00000254973
ENST00000524499	ENSG00000255224
ENST00000567180	ENSG00000260428
ENST00000525023	ENSG00000254690
ENST00000569446	ENSG00000261678
ENST00000607491	ENSG00000272115
ENST00000442850	ENSG00000232600
ENST00000525461	ENSG00000254578
ENST00000528207	ENSG00000255182
ENST00000580385	ENSG00000265393
ENST00000529377	ENSG00000255456
ENST00000525376	ENSG00000254533
ENST00000583427	ENSG00000263612
ENST00000530223	ENSG00000255164
ENST00000527067	ENSG00000255559
ENST00000442898	ENSG00000181404
ENST00000422679	ENSG00000227518
ENST00000416242	ENSG00000231808
ENST00000382500	ENSG00000170122
ENST00000382387	ENSG00000183784
ENST00000429661	ENSG00000235880
ENST00000598100	ENSG00000235330
ENST00000442442	ENSG00000228115
ENST00000421645	ENSG00000227914
ENST00000190165	ENSG00000064218
ENST00000625222	ENSG00000281769
ENST00000426860	ENSG00000236199
ENST00000445631	ENSG00000231052
ENST00000382082	ENSG00000168263
ENST00000452746	ENSG00000236511
ENST00000430387	ENSG00000237359
ENST00000438147	ENSG00000226669
ENST00000422150	ENSG00000236724
ENST00000451340	ENSG00000237009
ENST00000457383	ENSG00000230001
ENST00000440674	ENSG00000228322
ENST00000381883	ENSG00000205808
ENST00000443970	ENSG00000228165
ENST00000239316	ENSG00000120211
ENST00000381627	ENSG00000107014
ENST00000608422	ENSG00000272866
ENST00000397747	ENSG00000197646
ENST00000443792	ENSG00000231509
ENST00000426764	ENSG00000225408
ENST00000437881	ENSG00000228739
ENST00000413145	ENSG00000236924
ENST00000412339	ENSG00000229611
ENST00000445708	ENSG00000224972
ENST00000609091	ENSG00000273056
ENST00000413066	ENSG00000226376
ENST00000435444	ENSG00000231902
ENST00000418571	ENSG00000235389
ENST00000419824	ENSG00000234021
ENST00000449531	ENSG00000230920
ENST00000429581	ENSG00000226717
ENST00000427161	ENSG00000232035
ENST00000603198	ENSG00000270372
ENST00000437471	ENSG00000230365
ENST00000452685	ENSG00000224935
ENST00000417638	ENSG00000235448
ENST00000442428	ENSG00000234740
ENST00000428006	ENSG00000226197
ENST00000381010	ENSG00000205636
ENST00000442260	ENSG00000235533
ENST00000608871	ENSG00000273399
ENST00000610061	ENSG00000272871
ENST00000380911	ENSG00000147869
ENST00000635735	ENSG00000283647
ENST00000609203	ENSG00000232000
ENST00000430640	ENSG00000231756
ENST00000439447	ENSG00000230694
ENST00000450445	ENSG00000234779
ENST00000430545	ENSG00000237153
ENST00000443359	ENSG00000227167
ENST00000380527	ENSG00000155876
ENST00000417577	ENSG00000232978
ENST00000609609	ENSG00000272842
ENST00000609982	ENSG00000273226
ENST00000340967	ENSG00000177076
ENST00000563205	ENSG00000260912
ENST00000438342	ENSG00000231909
ENST00000568063	ENSG00000261402
ENST00000380232	ENSG00000171855
ENST00000380229	ENSG00000177047
ENST00000380225	ENSG00000137080
ENST00000421715	ENSG00000236637
ENST00000239347	ENSG00000214042
ENST00000357374	ENSG00000186803
ENST00000380216	ENSG00000147885
ENST00000413767	ENSG00000234829
ENST00000380222	ENSG00000228083
ENST00000610521	ENSG00000147873
ENST00000359039	ENSG00000198642
ENST00000380210	ENSG00000120235
ENST00000380206	ENSG00000188379
ENST00000569618	ENSG00000261696
ENST00000380205	ENSG00000120242
ENST00000276927	ENSG00000197919
ENST00000304425	ENSG00000171889
ENST00000448696	ENSG00000184995
ENST00000581788	ENSG00000265194
ENST00000441769	ENSG00000224854
ENST00000578935	ENSG00000266446
ENST00000435092	ENSG00000236921
ENST00000325870	ENSG00000176399
ENST00000640003	ENSG00000284418
ENST00000448570	ENSG00000224549
ENST00000640307	ENSG00000283982
ENST00000440888	ENSG00000233906
ENST00000423440	ENSG00000231460
ENST00000446754	ENSG00000237414
ENST00000358022	ENSG00000198680
ENST00000612217	ENSG00000276759
ENST00000523363	ENSG00000254261
ENST00000521572	ENSG00000253400
ENST00000456198	ENSG00000234676
ENST00000522960	ENSG00000254396
ENST00000448858	ENSG00000237734
ENST00000276943	ENSG00000147896
ENST00000562922	ENSG00000260390
ENST00000566293	ENSG00000260412
ENST00000629369	ENSG00000280683
ENST00000562065	ENSG00000260720
ENST00000242310	ENSG00000122728
ENST00000430787	ENSG00000223440
ENST00000413291	ENSG00000230516
ENST00000342743	ENSG00000188133
ENST00000424177	ENSG00000231193
ENST00000397149	ENSG00000122692
ENST00000450864	ENSG00000223678
ENST00000420315	ENSG00000228072
ENST00000532280	ENSG00000237984
ENST00000627688	ENSG00000281128
ENST00000566968	ENSG00000260947
ENST00000449144	ENSG00000227301
ENST00000454429	ENSG00000235481
ENST00000263228	ENSG00000107341
ENST00000448245	ENSG00000228352
ENST00000297625	ENSG00000164976
ENST00000399775	ENSG00000168913
ENST00000439960	ENSG00000230729
ENST00000378909	ENSG00000205143
ENST00000564224	ENSG00000261215
ENST00000434627	ENSG00000230074
ENST00000378788	ENSG00000205108
ENST00000626300	ENSG00000281491
ENST00000431804	ENSG00000234181
ENST00000457044	ENSG00000231393
ENST00000428948	ENSG00000227933
ENST00000602361	ENSG00000269900
ENST00000425499	ENSG00000228843
ENST00000423537	ENSG00000204930
ENST00000377981	ENSG00000168828
ENST00000354323	ENSG00000196196
ENST00000341959	ENSG00000278889
ENST00000335119	ENSG00000185972
ENST00000557174	ENSG00000258885
ENST00000509911	ENSG00000250850
ENST00000426358	ENSG00000232920
ENST00000569583	ENSG00000260100
ENST00000426946	ENSG00000233242
ENST00000452923	ENSG00000224648
ENST00000307750	ENSG00000168795
ENST00000413915	ENSG00000234160
ENST00000377707	ENSG00000107338
ENST00000422554	ENSG00000223716
ENST00000377698	ENSG00000137124
ENST00000377694	ENSG00000137142
ENST00000562942	ENSG00000273036
ENST00000566538	ENSG00000272934
ENST00000567428	ENSG00000272904
ENST00000565670	ENSG00000225345
ENST00000444791	ENSG00000228467
ENST00000615174	ENSG00000277024
ENST00000427327	ENSG00000224038
ENST00000423499	ENSG00000231140
ENST00000615961	ENSG00000198416
ENST00000640245	ENSG00000204837
ENST00000639363	ENSG00000284116
ENST00000425632	ENSG00000228136
ENST00000615056	ENSG00000276500
ENST00000616097	ENSG00000276266
ENST00000613141	ENSG00000277778
ENST00000622588	ENSG00000273514
ENST00000619442	ENSG00000275450
ENST00000618030	ENSG00000276502
ENST00000613652	ENSG00000277260
ENST00000614030	ENSG00000275649
ENST00000425493	ENSG00000229311
ENST00000439824	ENSG00000233424
ENST00000618830	ENSG00000276591
ENST00000620059	ENSG00000277697
ENST00000618108	ENSG00000276128
ENST00000437823	ENSG00000276581
ENST00000611916	ENSG00000275628
ENST00000611332	ENSG00000277412
ENST00000622281	ENSG00000275676
ENST00000419207	ENSG00000231248
ENST00000377542	ENSG00000154537
ENST00000377547	ENSG00000235659
ENST00000421848	ENSG00000223379
ENST00000417850	ENSG00000231838
ENST00000428709	ENSG00000233651
ENST00000428440	ENSG00000232827
ENST00000590130	ENSG00000227582
ENST00000432011	ENSG00000228522
ENST00000431077	ENSG00000224267
ENST00000417843	ENSG00000225411
ENST00000322495	ENSG00000176134
ENST00000588215	ENSG00000236252
ENST00000377420	ENSG00000204779
ENST00000377413	ENSG00000184659
ENST00000623957	ENSG00000279955
ENST00000619851	ENSG00000274893
ENST00000616253	ENSG00000276348
ENST00000428649	ENSG00000275969
ENST00000616196	ENSG00000276898
ENST00000418795	ENSG00000274026
ENST00000425587	ENSG00000226904
ENST00000342833	ENSG00000187559
ENST00000419576	ENSG00000225337
ENST00000434656	ENSG00000229019
ENST00000377311	ENSG00000181778
ENST00000413269	ENSG00000226337
ENST00000394264	ENSG00000187866
ENST00000442103	ENSG00000236733
ENST00000377276	ENSG00000165059
ENST00000429567	ENSG00000229312
ENST00000567129	ENSG00000261447
ENST00000594708	ENSG00000268364
ENST00000622201	ENSG00000274421
ENST00000377126	ENSG00000119138
ENST00000436491	ENSG00000232086
ENST00000415119	ENSG00000223966
ENST00000427901	ENSG00000235523
ENST00000422909	ENSG00000232590
ENST00000423681	ENSG00000227809
ENST00000417576	ENSG00000224825
ENST00000376854	ENSG00000135045
ENST00000455609	ENSG00000203321
ENST00000455336	ENSG00000229587
ENST00000346234	ENSG00000134996
ENST00000455583	ENSG00000236376
ENST00000412654	ENSG00000225937
ENST00000376708	ENSG00000204612
ENST00000415172	ENSG00000232998
ENST00000439145	ENSG00000231373
ENST00000286548	ENSG00000156052
ENST00000566873	ENSG00000260995
ENST00000448475	ENSG00000232494
ENST00000565707	ENSG00000260564
ENST00000622930	ENSG00000280366
ENST00000417801	ENSG00000230945
ENST00000397864	ENSG00000226798
ENST00000527857	ENSG00000240632
ENST00000427387	ENSG00000230846
ENST00000419782	ENSG00000189357
ENST00000445385	ENSG00000186788
ENST00000436084	ENSG00000225085
ENST00000422010	ENSG00000232749
ENST00000416473	ENSG00000229109
ENST00000458111	ENSG00000237529
ENST00000448389	ENSG00000235298
ENST00000325875	ENSG00000178966
ENST00000423515	ENSG00000227463
ENST00000419815	ENSG00000233262
ENST00000447148	ENSG00000229454
ENST00000637846	ENSG00000165121
ENST00000438582	ENSG00000235819
ENST00000443163	ENSG00000232211
ENST00000298743	ENSG00000180447
ENST00000415801	ENSG00000226237
ENST00000602579	ENSG00000269994
ENST00000623052	ENSG00000204446
ENST00000431813	ENSG00000236709
ENST00000354530	ENSG00000188029
ENST00000415441	ENSG00000237743
ENST00000411992	ENSG00000233884
ENST00000399186	ENSG00000214888
ENST00000447524	ENSG00000234460
ENST00000325643	ENSG00000177992
ENST00000602681	ENSG00000230246
ENST00000636536	ENSG00000283205
ENST00000421482	ENSG00000228658
ENST00000314355	ENSG00000123975
ENST00000421297	ENSG00000226206
ENST00000442086	ENSG00000236507
ENST00000446201	ENSG00000237626
ENST00000426593	ENSG00000227555
ENST00000375765	ENSG00000165023
ENST00000427745	ENSG00000228216
ENST00000563268	ENSG00000260454
ENST00000423380	ENSG00000230537
ENST00000457976	ENSG00000237422
ENST00000608358	ENSG00000273381
ENST00000297689	ENSG00000165030
ENST00000442072	ENSG00000233081
ENST00000457003	ENSG00000236115
ENST00000375550	ENSG00000127083
ENST00000428958	ENSG00000223446
ENST00000366188	ENSG00000203364
ENST00000443716	ENSG00000237385
ENST00000445280	ENSG00000227603
ENST00000443771	ENSG00000231990
ENST00000602703	ENSG00000269946
ENST00000602652	ENSG00000269929
ENST00000454869	ENSG00000232063
ENST00000452148	ENSG00000231806
ENST00000375337	ENSG00000130957
ENST00000437846	ENSG00000230815
ENST00000416455	ENSG00000236095
ENST00000439872	ENSG00000224764
ENST00000423075	ENSG00000229065
ENST00000603533	ENSG00000271384
ENST00000605700	ENSG00000271314
ENST00000604104	ENSG00000271155
ENST00000604650	ENSG00000271659
ENST00000419620	ENSG00000229345
ENST00000600140	ENSG00000268926
ENST00000432783	ENSG00000237212
ENST00000624497	ENSG00000275465
ENST00000448857	ENSG00000232283
ENST00000375256	ENSG00000165244
ENST00000423924	ENSG00000224848
ENST00000602289	ENSG00000233820
ENST00000442849	ENSG00000228376
ENST00000416066	ENSG00000242375
ENST00000420204	ENSG00000235494
ENST00000451595	ENSG00000228174
ENST00000562653	ENSG00000260677
ENST00000430058	ENSG00000236130
ENST00000375123	ENSG00000178919
ENST00000411981	ENSG00000236896
ENST00000605631	ENSG00000270412
ENST00000450399	ENSG00000227269
ENST00000413271	ENSG00000234860
ENST00000427039	ENSG00000237461
ENST00000529965	ENSG00000255145
ENST00000524512	ENSG00000254571
ENST00000262455	ENSG00000023318
ENST00000502978	ENSG00000251349
ENST00000374879	ENSG00000241697
ENST00000307584	ENSG00000170681
ENST00000374865	ENSG00000136897
ENST00000374801	ENSG00000204250
ENST00000421507	ENSG00000226566
ENST00000334726	ENSG00000186881
ENST00000635678	ENSG00000283001
ENST00000277216	ENSG00000148136
ENST00000335040	ENSG00000186943
ENST00000374779	ENSG00000277556
ENST00000542196	ENSG00000276119
ENST00000259362	ENSG00000136839
ENST00000641378	ENSG00000235248
ENST00000435915	ENSG00000226334
ENST00000457720	ENSG00000230013
ENST00000421614	ENSG00000228317
ENST00000334077	ENSG00000186051
ENST00000445897	ENSG00000225002
ENST00000430534	ENSG00000229297
ENST00000446206	ENSG00000237062
ENST00000411451	ENSG00000234229
ENST00000427833	ENSG00000226047
ENST00000453455	ENSG00000230030
ENST00000415465	ENSG00000231678
ENST00000374667	ENSG00000148156
